start_node_id,end_node_id,properties.SelectionDate,properties.MomentShowed,properties.SceneDescription
Eternal Love,Versatile leadingedge array,2003-8-22,2:11,Pieza epica para el climax de la batalla
Bright Dream,Diverse analyzing frame,2009-5-20,0:2,Musica motivadora para la superacion del conflicto
Final for a Day,Streamlined bottom-line hierarchy,2020-1-26,2:37,Musica para la escena de persecucion
Lonely in the Sky,Fundamental methodical projection,2014-7-4,2:5,Cancion energetica para la secuencia de persecucion
Broken Sunset,Balanced eco-centric conglomeration,2013-6-27,3:22,Cancion melancolica para la escena triste
Sunset to the Dream,Universal demand-driven encryption,2011-10-28,1:25,Cancion de fondo durante la escena de lucha
Star without a Dream,Centralized client-server focus group,2019-7-10,0:34,Tematica heroica para el enfrentamiento final
First of the Night,Enterprise-wide asymmetric adapter,2008-3-14,2:7,Cancion reproducida durante la escena de accion
Day for a Sunset,Centralized bandwidth-monitored emulation,2014-3-26,3:30,Melodia suave para la reconciliacion
Dream to the Heart,Visionary motivating website,2018-9-13,1:21,Musica reflexiva para la introspeccion del personaje
Moon to the Heart,Virtual interactive process improvement,2007-3-26,3:31,Cancion de amor para el encuentro emotivo
Beautiful under the Sunset,Total 24/7 time-frame,2020-6-24,0:15,Melodia suave para la reconciliacion
Bright without a Sky,Persistent fresh-thinking algorithm,2004-7-13,0:40,Musica calmada para el momento de reflexion
Beautiful beyond the Star,Networked global customer loyalty,2013-4-19,0:42,Melodia para la escena romantica
Final Dream,Advanced analyzing task-force,2009-5-19,1:55,Cancion de amor para el encuentro emotivo
Moon for a Dream,Vision-oriented national algorithm,2002-9-26,2:36,Cancion nostalgica para el recuerdo del pasado
Final Sky,Reverse-engineered mobile interface,2005-9-27,1:58,Cancion nostalgica para el recuerdo del pasado
First of the Heart,Robust motivating array,2000-8-27,3:15,Cancion melancolica para la escena triste
First to the Moon,Configurable maximized algorithm,2006-3-7,2:36,Cancion dramatica para el momento crucial
Lonely Night,Operative disintermediate Graphical User Interface,2004-3-10,2:40,Melodia para la escena romantica
Dark beyond the Sky,Decentralized empowering ability,2011-3-20,0:35,Cancion con ritmo rapido para la accion intensa
Star beyond the Moon,Reactive 4thgeneration approach,2014-7-27,3:1,Cancion dramatica para el momento crucial
Star for a Heart,User-centric regional project,2016-1-18,3:4,Melodia suave para la reconciliacion
Love beyond the Star,Automated background secured line,2012-4-9,3:54,Cancion reproducida durante la escena de accion
Dream beyond the Sky,Profit-focused directional throughput,2017-9-24,3:58,Tematica instrumental para el desarrollo narrativo
Last to the Moon,Fundamental tertiary database,2004-1-11,3:50,Cancion energetica para la secuencia de persecucion
Star of the Sunrise,Function-based encompassing capacity,2012-8-6,0:57,Cancion dramatica para el momento crucial
First Star,Triple-buffered bi-directional extranet,2019-10-10,3:19,Pieza epica para el climax de la batalla
Dream for a Star,Extended secondary alliance,2009-3-4,3:8,Pieza instrumental durante la escena de suspense
Beautiful to the Star,Virtual optimizing capability,2008-12-6,0:30,Cancion energetica para la secuencia de persecucion
Last to the Day,Centralized encompassing encoding,2000-5-13,1:10,Melodia para la escena romantica
First Heart,Progressive zero-defect pricing structure,2014-1-19,2:36,Tematica heroica para el enfrentamiento final
Lonely Night,Persistent systematic conglomeration,2015-4-1,3:37,Musica de fondo para el dialogo intimo
Last Night,Diverse zero tolerance synergy,2000-8-26,2:60,Tematica instrumental para el desarrollo narrativo
Broken to the Star,Adaptive foreground conglomeration,2004-8-22,0:24,Musica para la escena de persecucion
Day in the Sky,Synchronized bi-directional approach,2012-9-16,0:31,Tematica heroica para el enfrentamiento final
Dark under the Sky,Pre-emptive didactic customer loyalty,2004-9-27,1:31,Musica calmada para el momento de reflexion
Dark under the Dream,Future-proofed zero administration project,2004-11-16,1:22,Musica calmada para el momento de reflexion
Broken Sunset,Phased 6thgeneration conglomeration,2010-4-10,2:24,Cancion con ritmo rapido para la accion intensa
Final Love,User-friendly holistic application,2012-3-6,1:4,Pieza epica para el climax de la batalla
Lonely of the Love,Adaptive web-enabled pricing structure,2004-3-16,3:39,Cancion melancolica para la escena triste
Moon in the Heart,Configurable transitional product,2002-1-23,1:2,Cancion reproducida durante la escena de accion
Dark Moon,Operative system-worthy hub,2020-4-27,1:16,Musica de fondo para el dialogo intimo
Lonely without a Night,Open-architected incremental secured line,2013-2-27,1:22,Pieza epica para el climax de la batalla
Day beyond the Love,Diverse 24hour open architecture,2006-8-2,1:44,Cancion melancolica para la escena triste
Heart of the Moon,De-engineered modular system engine,2014-1-24,0:38,Melodia para la escena romantica
Dark in the Night,Self-enabling full-range encoding,2002-11-16,1:43,Cancion reproducida durante la escena de accion
Heart beyond the Sunrise,Devolved regional system engine,2001-3-10,1:5,Cancion nostalgica para el recuerdo del pasado
Lonely Night,Reduced value-added workforce,2017-1-6,2:45,Melodia para la escena romantica
Lonely in the Sunrise,Business-focused encompassing utilization,2010-5-3,3:2,Pieza epica para el climax de la batalla
Lonely under the Love,Sharable static structure,2014-5-10,0:19,Cancion energetica para la secuencia de persecucion
Lonely Day,Multi-lateral encompassing forecast,2011-5-15,2:10,Musica para la escena de persecucion
Love under the Dream,Streamlined foreground conglomeration,2008-7-15,3:36,Cancion de amor para el encuentro emotivo
Love in the Night,Right-sized executive productivity,2003-5-27,0:56,Pieza epica para el climax de la batalla
Day in the Heart,Advanced analyzing task-force,2004-10-17,1:15,Musica motivadora para la superacion del conflicto
Sunrise to the Sunrise,Programmable regional success,2010-4-28,2:39,Musica para la escena de persecucion
Final under the Dream,Team-oriented systematic software,2014-11-3,2:60,Musica para la escena de persecucion
Final Love,Sharable contextually-based installation,2016-5-21,3:45,Tematica heroica para el enfrentamiento final
Dark without a Moon,Automated attitude-oriented initiative,2017-8-24,1:2,Tematica instrumental para el desarrollo narrativo
Eternal under the Day,Team-oriented zero-defect solution,2012-10-2,2:40,Musica para la escena de persecucion
Love without a Moon,Persistent coherent budgetary management,2004-7-10,3:33,Cancion reproducida durante la escena de accion
Eternal Love,Reactive background synergy,2019-12-28,0:4,Cancion de fondo durante la escena de lucha
Eternal Night,Right-sized needs-based middleware,2012-1-12,2:29,Tematica instrumental para el desarrollo narrativo
Lonely Sunrise,Fully-configurable global concept,2017-8-25,3:39,Tematica instrumental para el desarrollo narrativo
Sunrise to the Love,Compatible motivating parallelism,2014-12-6,2:56,Tematica heroica para el enfrentamiento final
Eternal under the Heart,Front-line asymmetric process improvement,2020-9-15,0:44,Cancion energetica para la secuencia de persecucion
Dark Dream,Profound needs-based parallelism,2002-8-12,2:20,Cancion dramatica para el momento crucial
Happy beyond the Love,Multi-layered system-worthy utilization,2006-10-18,3:16,Cancion dramatica para el momento crucial
Bright without a Day,Self-enabling full-range encoding,2010-7-22,0:49,Cancion energetica para la secuencia de persecucion
Last Sky,Integrated high-level Graphic Interface,2007-4-2,2:8,Musica calmada para el momento de reflexion
Happy of the Dream,Intuitive encompassing challenge,2016-9-20,1:22,Cancion nostalgica para el recuerdo del pasado
Night for a Day,Inverse tangible implementation,2014-4-17,1:54,Cancion de fondo durante la escena de lucha
Love to the Heart,Reactive interactive structure,2011-3-1,2:33,Cancion dramatica para el momento crucial
Dark Day,Synergistic systematic secured line,2000-12-9,3:18,Cancion de amor para el encuentro emotivo
Sunrise under the Night,Monitored fault-tolerant model,2020-5-20,3:55,Tematica instrumental para el desarrollo narrativo
Broken Dream,Virtual asymmetric policy,2015-10-22,2:28,Pieza epica para el climax de la batalla
Moon of the Moon,Cloned radical process improvement,2020-8-7,2:4,Cancion energetica para la secuencia de persecucion
Sunrise under the Love,Seamless encompassing encoding,2012-9-3,2:12,Musica de fondo para el dialogo intimo
Lonely Night,Centralized tertiary forecast,2010-1-24,3:55,Cancion melancolica para la escena triste
Broken without a Day,Multi-channeled solution-oriented service-desk,2011-2-16,1:14,Cancion de fondo durante la escena de lucha
Bright in the Heart,Object-based non-volatile paradigm,2014-11-19,3:39,Musica de fondo para el dialogo intimo
Broken in the Love,Devolved regional system engine,2010-12-12,1:40,Cancion nostalgica para el recuerdo del pasado
Dark Moon,Cross-platform 5thgeneration forecast,2003-8-5,3:29,Cancion nostalgica para el recuerdo del pasado
Sky to the Dream,Profound hybrid capacity,2009-4-8,3:11,Musica calmada para el momento de reflexion
Dream of the Heart,Customer-focused needs-based Graphical User Interface,2004-10-7,1:54,Musica de fondo para el dialogo intimo
Broken in the Sky,Devolved hybrid toolset,2009-8-19,1:43,Cancion melancolica para la escena triste
First beyond the Night,Visionary national open architecture,2011-7-10,1:49,Musica de fondo para el dialogo intimo
Day of the Sunrise,Devolved client-server attitude,2008-6-9,3:48,Pieza instrumental durante la escena de suspense
Bright in the Heart,Reactive regional Local Area Network,2013-10-24,0:44,Pieza instrumental durante la escena de suspense
Dark in the Night,Re-engineered systematic function,2005-9-11,2:8,Cancion melancolica para la escena triste
Dream to the Love,Synergistic actuating project,2003-7-9,3:1,Musica reflexiva para la introspeccion del personaje
Beautiful under the Sky,Re-contextualized content-based standardization,2011-11-5,1:37,Musica motivadora para la superacion del conflicto
Day for a Night,Business-focused discrete model,2006-9-22,0:39,Musica para la escena de persecucion
Dark for a Sunset,Operative bifurcated throughput,2009-4-4,3:7,Musica para la escena de persecucion
Last without a Sunset,Programmable encompassing support,2018-4-19,1:57,Cancion con ritmo rapido para la accion intensa
Dark Star,Exclusive optimizing customer loyalty,2009-6-14,2:8,Pieza epica para el climax de la batalla
Eternal to the Sunrise,Profound client-driven flexibility,2016-6-22,1:11,Pieza epica para el climax de la batalla
Dream in the Sky,Diverse multi-state analyzer,2010-6-1,1:5,Cancion de amor para el encuentro emotivo
Night under the Day,Programmable value-added archive,2011-4-28,3:16,Cancion de fondo durante la escena de lucha
Heart without a Sunrise,Multi-channeled solution-oriented service-desk,2007-3-1,3:40,Melodia suave para la reconciliacion
Final in the Moon,Implemented bottom-line budgetary management,2015-5-28,3:35,Musica reflexiva para la introspeccion del personaje
Final Star,Face-to-face fresh-thinking productivity,2003-3-27,2:45,Pieza epica para el climax de la batalla
Bright without a Day,Multi-channeled 24/7 projection,2008-11-13,0:22,Melodia para la escena romantica
Eternal Love,Horizontal didactic parallelism,2011-4-26,2:23,Musica para la escena de persecucion
Heart beyond the Sunrise,Persistent systematic conglomeration,2020-3-3,2:44,Tematica instrumental para el desarrollo narrativo
First to the Sunrise,Distributed non-volatile application,2003-5-18,3:23,Cancion de fondo durante la escena de lucha
Star under the Night,Team-oriented background model,2008-12-5,3:59,Musica para la escena de persecucion
Happy to the Moon,Devolved didactic help-desk,2018-8-28,1:21,Cancion de fondo durante la escena de lucha
Happy Sky,Progressive actuating intranet,2020-4-4,2:28,Cancion melancolica para la escena triste
Dark Night,Re-engineered didactic Graphical User Interface,2014-12-27,2:1,Pieza epica para el climax de la batalla
Bright for a Moon,Customizable bi-directional policy,2015-11-20,3:47,Melodia suave para la reconciliacion
Lonely Night,Ergonomic tertiary adapter,2015-8-14,3:43,Musica para la escena de persecucion
First Sunrise,Re-engineered actuating budgetary management,2018-4-12,3:2,Cancion nostalgica para el recuerdo del pasado
Eternal Day,Total tangible strategy,2016-11-9,2:10,Cancion melancolica para la escena triste
Lonely without a Sky,Devolved solution-oriented complexity,2012-6-25,3:10,Cancion de fondo durante la escena de lucha
Beautiful Sunset,Intuitive fault-tolerant intranet,2004-11-24,3:4,Musica reflexiva para la introspeccion del personaje
Dream to the Sunset,Focused asynchronous software,2004-12-25,1:58,Musica de fondo para el dialogo intimo
Broken beyond the Night,Face-to-face discrete model,2019-7-18,1:8,Cancion melancolica para la escena triste
Happy Day,Diverse 24hour open architecture,2003-5-4,3:12,Musica calmada para el momento de reflexion
Bright Dream,Organic systematic application,2006-3-8,2:12,Melodia suave para la reconciliacion
Moon for a Night,Face-to-face holistic database,2017-11-19,0:52,Musica para la escena de persecucion
Beautiful in the Dream,Networked directional product,2004-4-1,0:54,Musica reflexiva para la introspeccion del personaje
Broken of the Day,Customizable 6thgeneration archive,2006-4-16,1:9,Cancion reproducida durante la escena de accion
Eternal under the Night,Sharable composite info-mediaries,2000-6-18,1:28,Tematica heroica para el enfrentamiento final
Lonely without a Heart,Compatible holistic service-desk,2009-5-12,0:12,Musica reflexiva para la introspeccion del personaje
Star under the Day,Synchronized demand-driven toolset,2006-12-17,0:9,Tematica instrumental para el desarrollo narrativo
Dream to the Love,Focused clear-thinking monitoring,2007-5-3,2:47,Cancion dramatica para el momento crucial
Love to the Sunset,Open-source intangible capacity,2005-4-4,1:57,Tematica heroica para el enfrentamiento final
Star for a Sunset,Extended multi-state moderator,2006-1-22,1:21,Melodia suave para la reconciliacion
Eternal Sky,Customizable multi-tasking ability,2014-4-20,0:19,Cancion nostalgica para el recuerdo del pasado
Lonely under the Star,Open-architected mission-critical system engine,2015-7-6,0:52,Cancion con ritmo rapido para la accion intensa
Dark Sky,Fully-configurable mission-critical Graphic Interface,2020-3-8,0:17,Tematica heroica para el enfrentamiento final
Star without a Dream,Intuitive encompassing challenge,2012-6-8,2:44,Cancion reproducida durante la escena de accion
Broken Sunset,Streamlined scalable service-desk,2016-5-25,1:42,Musica reflexiva para la introspeccion del personaje
Sky under the Star,Multi-layered system-worthy utilization,2010-2-7,2:33,Musica de fondo para el dialogo intimo
Last Day,Balanced high-level solution,2016-8-1,2:31,Cancion de amor para el encuentro emotivo
First Sky,Focused well-modulated circuit,2015-6-8,3:16,Melodia suave para la reconciliacion
Last Sunset,Reverse-engineered holistic software,2001-7-10,2:26,Cancion reproducida durante la escena de accion
Moon without a Love,Multi-lateral dedicated portal,2001-12-1,0:41,Tematica heroica para el enfrentamiento final
Eternal Sky,Devolved systemic solution,2020-11-3,3:46,Cancion dramatica para el momento crucial
Moon to the Star,Centralized tertiary forecast,2000-6-19,0:52,Cancion de fondo durante la escena de lucha
Dark Dream,Multi-layered interactive moratorium,2011-11-6,0:53,Tematica heroica para el enfrentamiento final
Star without a Dream,Vision-oriented radical encoding,2008-11-25,0:32,Cancion reproducida durante la escena de accion
Broken under the Sunrise,Open-architected transitional instruction set,2007-1-16,0:33,Pieza epica para el climax de la batalla
Sunrise for a Dream,Cross-group hybrid architecture,2003-7-14,3:3,Musica para la escena de persecucion
First without a Sky,Balanced secondary forecast,2002-2-4,2:9,Cancion dramatica para el momento crucial
Day of the Sunrise,Mandatory zero tolerance encoding,2011-5-27,3:43,Cancion utilizada en el climax emocional
Love under the Dream,Up-sized directional analyzer,2011-2-8,1:5,Cancion con ritmo rapido para la accion intensa
Bright Sunset,Business-focused discrete model,2004-2-22,1:24,Cancion reproducida durante la escena de accion
Beautiful Moon,Persistent impactful attitude,2018-12-10,0:18,Cancion energetica para la secuencia de persecucion
